cvegeomun,nom_juri,cvegeojuri
"20535",VALLES CENTRALES,"2001"
"20536",MIXTECA,"2005"
"20537",MIXTECA,"2005"
"20538",VALLES CENTRALES,"2001"
"20539",VALLES CENTRALES,"2001"
"20540",MIXTECA,"2005"
"20541",SIERRA,"2006"
"20542",VALLES CENTRALES,"2001"
"20543",COSTA,"2004"
"20544",SIERRA,"2006"
"20545",VALLES CENTRALES,"2001"
"20546",SIERRA,"2006"
"20547",MIXTECA,"2005"
"20548",MIXTECA,"2005"
"20549",MIXTECA,"2005"
"20550",SIERRA,"2006"
"20551",SIERRA,"2006"
"20552",MIXTECA,"2005"
"20553",VALLES CENTRALES,"2001"
"20554",SIERRA,"2006"
"20555",VALLES CENTRALES,"2001"
"20556",MIXTECA,"2005"
"20557",ISTMO,"2002"
"20558",VALLES CENTRALES,"2001"
"20559",TUXTEPEC,"2003"
"20560",SIERRA,"2006"
"20561",VALLES CENTRALES,"2001"
"20562",MIXTECA,"2005"
"20563",VALLES CENTRALES,"2001"
"20564",MIXTECA,"2005"
"20565",VALLES CENTRALES,"2001"
"20566",VALLES CENTRALES,"2001"
"20567",MIXTECA,"2005"
"20568",MIXTECA,"2005"
"20569",MIXTECA,"2005"
"20570",VALLES CENTRALES,"2001"
"21001",TEPEXI DE RODRÍGUEZ,"2109"
"21002",ZACAPOAXTLA,"2103"
"21003",ACATLÁN,"2108"
"21004",TEPEXI DE RODRÍGUEZ,"2109"
"21005",IZÚCAR DE MATAMOROS,"2107"
"21006",CHIGNAHUAPAN,"2102"
"21007",IZÚCAR DE MATAMOROS,"2107"
"21008",HUAUCHINANGO,"2101"
"21009",ACATLÁN,"2108"
"21010",TEHUACÁN,"2110"
"21011",ACATLÁN,"2108"
"21012",SAN SALVADOR EL SECO,"2104"
"21013",TEHUACÁN,"2110"
"21014",CHIGNAHUAPAN,"2102"
"21015",TEPEXI DE RODRÍGUEZ,"2109"
"21016",CHIGNAHUAPAN,"2102"
"21017",ZACAPOAXTLA,"2103"
"21018",TEPEXI DE RODRÍGUEZ,"2109"
"21019",HUEJOTZINGO,"2105"
"21020",TEPEXI DE RODRÍGUEZ,"2109"
"21021",IZÚCAR DE MATAMOROS,"2107"
"21022",HUEJOTZINGO,"2105"
"21023",SAN SALVADOR EL SECO,"2104"
"21024",ACATLÁN,"2108"
"21025",ZACAPOAXTLA,"2103"
"21026",HUEJOTZINGO,"2105"
"21027",TEHUACÁN,"2110"
"21028",CHIGNAHUAPAN,"2102"
"21029",ZACAPOAXTLA,"2103"
"21030",CHIGNAHUAPAN,"2102"
"21031",IZÚCAR DE MATAMOROS,"2107"
"21032",IZÚCAR DE MATAMOROS,"2107"
"21033",IZÚCAR DE MATAMOROS,"2107"
"21034",HUEJOTZINGO,"2105"
"21035",TEHUACÁN,"2110"
"21036",TEHUACÁN,"2110"
"21037",TEPEXI DE RODRÍGUEZ,"2109"
"21038",TEPEXI DE RODRÍGUEZ,"2109"
"21039",CHIGNAHUAPAN,"2102"
"21040",TEPEXI DE RODRÍGUEZ,"2109"
"21041",HUEJOTZINGO,"2105"
"21042",TEPEXI DE RODRÍGUEZ,"2109"
"21043",ZACAPOAXTLA,"2103"
"21044",SAN SALVADOR EL SECO,"2104"
"21045",SAN SALVADOR EL SECO,"2104"
"21046",TEHUACÁN,"2110"
"21047",IZÚCAR DE MATAMOROS,"2107"
"21048",HUEJOTZINGO,"2105"
"21049",HUAUCHINANGO,"2101"
"21050",SAN SALVADOR EL SECO,"2104"
"21051",IZÚCAR DE MATAMOROS,"2107"
"21052",TEPEXI DE RODRÍGUEZ,"2109"
"21053",CHIGNAHUAPAN,"2102"
"21054",ZACAPOAXTLA,"2103"
"21055",ACATLÁN,"2108"
"21056",ACATLÁN,"2108"
"21057",HUAUCHINANGO,"2101"
"21058",SAN SALVADOR EL SECO,"2104"
"21059",ACATLÁN,"2108"
"21060",HUEJOTZINGO,"2105"
"21061",TEHUACÁN,"2110"
"21062",IZÚCAR DE MATAMOROS,"2107"
"21063",SAN SALVADOR EL SECO,"2104"
"21064",HUAUCHINANGO,"2101"
"21065",TEPEXI DE RODRÍGUEZ,"2109"
"21066",ACATLÁN,"2108"
"21067",SAN SALVADOR EL SECO,"2104"
"21068",CHIGNAHUAPAN,"2102"
"21069",HUEJOTZINGO,"2105"
"21070",TEPEXI DE RODRÍGUEZ,"2109"
"21071",HUAUCHINANGO,"2101"
"21072",ZACAPOAXTLA,"2103"
"21073",IZÚCAR DE MATAMOROS,"2107"
"21074",HUEJOTZINGO,"2105"
"21075",ZACAPOAXTLA,"2103"
"21076",ZACAPOAXTLA,"2103"
"21077",ZACAPOAXTLA,"2103"
"21078",ZACAPOAXTLA,"2103"
"21079",TEPEXI DE RODRÍGUEZ,"2109"
"21080",ZACAPOAXTLA,"2103"
"21081",IZÚCAR DE MATAMOROS,"2107"
"21082",TEPEXI DE RODRÍGUEZ,"2109"
"21083",CHIGNAHUAPAN,"2102"
"21084",ZACAPOAXTLA,"2103"
"21085",IZÚCAR DE MATAMOROS,"2107"
"21086",HUAUCHINANGO,"2101"
"21087",IZÚCAR DE MATAMOROS,"2107"
"21088",ZACAPOAXTLA,"2103"
"21089",HUAUCHINANGO,"2101"
"21090",HUEJOTZINGO,"2105"
"21091",HUAUCHINANGO,"2101"
"21092",TEPEXI DE RODRÍGUEZ,"2109"
"21093",SAN SALVADOR EL SECO,"2104"
"21094",SAN SALVADOR EL SECO,"2104"
"21095",TEPEXI DE RODRÍGUEZ,"2109"
"21096",SAN SALVADOR EL SECO,"2104"
"21097",TEPEXI DE RODRÍGUEZ,"2109"
"21098",TEPEXI DE RODRÍGUEZ,"2109"
"21099",SAN SALVADOR EL SECO,"2104"
"21100",HUAUCHINANGO,"2101"
"21101",ZACAPOAXTLA,"2103"
"21102",HUEJOTZINGO,"2105"
"21103",TEHUACÁN,"2110"
"21104",SAN SALVADOR EL SECO,"2104"
"21105",SAN SALVADOR EL SECO,"2104"
"21106",HUEJOTZINGO,"2105"
"21107",ZACAPOAXTLA,"2103"
"21108",SAN SALVADOR EL SECO,"2104"
"21109",HUAUCHINANGO,"2101"
"21110",TEPEXI DE RODRÍGUEZ,"2109"
"21111",HUAUCHINANGO,"2101"
"21112",ACATLÁN,"2108"
"21113",ACATLÁN,"2108"
"21114",PUEBLA,"2106"
"21115",TEPEXI DE RODRÍGUEZ,"2109"
"21116",SAN SALVADOR EL SECO,"2104"
"21117",SAN SALVADOR EL SECO,"2104"
"21118",TEPEXI DE RODRÍGUEZ,"2109"
"21119",HUEJOTZINGO,"2105"
"21120",TEHUACÁN,"2110"
"21121",HUEJOTZINGO,"2105"
"21122",HUEJOTZINGO,"2105"
"21123",CHIGNAHUAPAN,"2102"
"21124",TEHUACÁN,"2110"
"21125",HUEJOTZINGO,"2105"
"21126",HUEJOTZINGO,"2105"
"21127",ACATLÁN,"2108"
"21128",SAN SALVADOR EL SECO,"2104"
"21129",TEHUACÁN,"2110"
"21130",SAN SALVADOR EL SECO,"2104"
"21131",TEPEXI DE RODRÍGUEZ,"2109"
"21132",HUEJOTZINGO,"2105"
"21133",IZÚCAR DE MATAMOROS,"2107"
"21134",HUEJOTZINGO,"2105"
"21135",ACATLÁN,"2108"
"21136",HUEJOTZINGO,"2105"
"21137",SAN SALVADOR EL SECO,"2104"
"21138",HUEJOTZINGO,"2105"
"21139",ACATLÁN,"2108"
"21140",HUEJOTZINGO,"2105"
"21141",ACATLÁN,"2108"
"21142",SAN SALVADOR EL SECO,"2104"
"21143",HUEJOTZINGO,"2105"
"21144",TEPEXI DE RODRÍGUEZ,"2109"
"21145",TEHUACÁN,"2110"
"21146",TEPEXI DE RODRÍGUEZ,"2109"
"21147",TEPEXI DE RODRÍGUEZ,"2109"
"21148",HUEJOTZINGO,"2105"
"21149",TEHUACÁN,"2110"
"21150",IZÚCAR DE MATAMOROS,"2107"
"21151",TEPEXI DE RODRÍGUEZ,"2109"
"21152",SAN SALVADOR EL SECO,"2104"
"21153",TEPEXI DE RODRÍGUEZ,"2109"
"21154",TEPEXI DE RODRÍGUEZ,"2109"
"21155",ACATLÁN,"2108"
"21156",TEHUACÁN,"2110"
"21157",ACATLÁN,"2108"
"21158",ZACAPOAXTLA,"2103"
"21159",IZÚCAR DE MATAMOROS,"2107"
"21160",IZÚCAR DE MATAMOROS,"2107"
"21161",TEHUACÁN,"2110"
"21162",CHIGNAHUAPAN,"2102"
"21163",TEPEXI DE RODRÍGUEZ,"2109"
"21164",TEPEXI DE RODRÍGUEZ,"2109"
"21165",IZÚCAR DE MATAMOROS,"2107"
"21166",IZÚCAR DE MATAMOROS,"2107"
"21167",CHIGNAHUAPAN,"2102"
"21168",IZÚCAR DE MATAMOROS,"2107"
"21169",TEPEXI DE RODRÍGUEZ,"2109"
"21170",SAN SALVADOR EL SECO,"2104"
"21171",TEPEXI DE RODRÍGUEZ,"2109"
"21172",CHIGNAHUAPAN,"2102"
"21173",ZACAPOAXTLA,"2103"
"21174",ZACAPOAXTLA,"2103"
"21175",HUEJOTZINGO,"2105"
"21176",IZÚCAR DE MATAMOROS,"2107"
"21177",TEHUACÁN,"2110"
"21178",HUAUCHINANGO,"2101"
"21179",SAN SALVADOR EL SECO,"2104"
"21180",HUEJOTZINGO,"2105"
"21181",HUEJOTZINGO,"2105"
"21182",TEPEXI DE RODRÍGUEZ,"2109"
"21183",HUAUCHINANGO,"2101"
"21184",HUAUCHINANGO,"2101"
"21185",IZÚCAR DE MATAMOROS,"2107"
"21186",ZACAPOAXTLA,"2103"
"21187",HUAUCHINANGO,"2101"
"21188",HUEJOTZINGO,"2105"
"21189",TEPEXI DE RODRÍGUEZ,"2109"
"21190",ACATLÁN,"2108"
"21191",ACATLÁN,"2108"
"21192",ZACAPOAXTLA,"2103"
"21193",TEPEXI DE RODRÍGUEZ,"2109"
"21194",HUAUCHINANGO,"2101"
"21195",TEHUACÁN,"2110"
"21196",ACATLÁN,"2108"
"21197",HUAUCHINANGO,"2101"
"21198",ACATLÁN,"2108"
"21199",ZACAPOAXTLA,"2103"
"21200",ZACAPOAXTLA,"2103"
"21201",IZÚCAR DE MATAMOROS,"2107"
"21202",ZACAPOAXTLA,"2103"
"21203",TEPEXI DE RODRÍGUEZ,"2109"
"21204",ZACAPOAXTLA,"2103"
"21205",TEPEXI DE RODRÍGUEZ,"2109"
"21206",TEPEXI DE RODRÍGUEZ,"2109"
"21207",ZACAPOAXTLA,"2103"
"21208",CHIGNAHUAPAN,"2102"
"21209",TEHUACÁN,"2110"
"21210",ZACAPOAXTLA,"2103"
"21211",ZACAPOAXTLA,"2103"
"21212",SAN SALVADOR EL SECO,"2104"
"21213",HUAUCHINANGO,"2101"
"21214",TEHUACÁN,"2110"
"21215",ZACAPOAXTLA,"2103"
"21216",ZACAPOAXTLA,"2103"
"21217",TEHUACÁN,"2110"
"22001",SAN JUAN DEL RÍO,"2202"
"22002",JALPAN DE SERRA,"2204"
"22003",JALPAN DE SERRA,"2204"
"22004",CADEREYTA DE MONTES,"2203"
"22005",SAN JUAN DEL RÍO,"2202"
"22006",QUERÉTARO,"2201"
"22007",CADEREYTA DE MONTES,"2203"
"22008",QUERÉTARO,"2201"
"22009",JALPAN DE SERRA,"2204"
"22010",JALPAN DE SERRA,"2204"
"22011",QUERÉTARO,"2201"
"22012",SAN JUAN DEL RÍO,"2202"
"22013",CADEREYTA DE MONTES,"2203"
"22014",QUERÉTARO,"2201"
"22015",CADEREYTA DE MONTES,"2203"
"22016",SAN JUAN DEL RÍO,"2202"
"22017",SAN JUAN DEL RÍO,"2202"
"22018",CADEREYTA DE MONTES,"2203"
"23001",CANCÚN,"2302"
"23002",FELIPE CARRILLO PUERTO,"2303"
"23003",CANCÚN,"2302"
"23004",CHETUMAL,"2301"
"23005",CANCÚN,"2302"
"23006",FELIPE CARRILLO PUERTO,"2303"
"23007",CANCÚN,"2302"
"23008",CANCÚN,"2302"
"23009",CANCÚN,"2302"
"23010",CHETUMAL,"2301"
"23011",CANCÚN,"2302"
"24001",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24002",RIOVERDE,"2404"
"24003",TANCANHUITZ,"2407"
"24004",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24005",RIOVERDE,"2404"
"24006",MATEHUALA,"2402"
"24007",MATEHUALA,"2402"
"24008",RIOVERDE,"2404"
"24009",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24010",RIOVERDE,"2404"
"24011",RIOVERDE,"2404"
"24012",TANCANHUITZ,"2407"
"24013",CIUDAD VALLES,"2405"
"24014",TANCANHUITZ,"2407"
"24015",MATEHUALA,"2402"
"24016",CIUDAD VALLES,"2405"
"24017",MATEHUALA,"2402"
"24018",TANCANHUITZ,"2407"
"24019",RIOVERDE,"2404"
"24020",MATEHUALA,"2402"
"24021",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24022",MATEHUALA,"2402"
"24023",RIOVERDE,"2404"
"24024",RIOVERDE,"2404"
"24025",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24026",TANCANHUITZ,"2407"
"24027",RIOVERDE,"2404"
"24028",SAN LUIS POTOSÍ,"2401"
"24029",TAMAZUNCHALE,"2406"
"24030",RIOVERDE,"2404"
"24031",RIOVERDE,"2404"
"24032",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24033",MATEHUALA,"2402"
"24034",TANCANHUITZ,"2407"
"24035",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24036",CIUDAD VALLES,"2405"
"24037",TAMAZUNCHALE,"2406"
"24038",TAMAZUNCHALE,"2406"
"24039",TANCANHUITZ,"2407"
"24040",CIUDAD VALLES,"2405"
"24041",TANCANHUITZ,"2407"
"24042",TANCANHUITZ,"2407"
"24043",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24044",MATEHUALA,"2402"
"24045",MATEHUALA,"2402"
"24046",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24047",MATEHUALA,"2402"
"24048",MATEHUALA,"2402"
"24049",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24050",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24051",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24052",RIOVERDE,"2404"
"24053",TAMAZUNCHALE,"2406"
"24054",TAMAZUNCHALE,"2406"
"24055",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24056",SOLEDAD DE GRACIANO SÁNCHEZ,"2403"
"24057",TAMAZUNCHALE,"2406"
"24058",CIUDAD VALLES,"2405"
"25001",LOS MOCHIS,"2501"
"25002",GUAMUCHIL,"2503"
"25003",CULIACAN,"2504"
"25004",MAZATLAN,"2506"
"25005",LA CRUZ,"2505"
"25006",CULIACAN,"2504"
"25007",LOS MOCHIS,"2501"
"25008",LA CRUZ,"2505"
"25009",MAZATLAN,"2506"
"25010",LOS MOCHIS,"2501"
"25011",GUASAVE,"2502"
"25012",MAZATLAN,"2506"
"25013",GUAMUCHIL,"2503"
"25014",MAZATLAN,"2506"
"25015",GUAMUCHIL,"2503"
"25016",LA CRUZ,"2505"
"25017",GUASAVE,"2502"
"25018",CULIACAN,"2504"
"26001",HERMOSILLO,"2601"
"26002",SANTA ANA,"2603"
"26003",NAVOJOA,"2605"
"26004",CABORCA,"2602"
"26005",HERMOSILLO,"2601"
"26006",SANTA ANA,"2603"
"26007",CABORCA,"2602"
"26008",HERMOSILLO,"2601"
"26009",HERMOSILLO,"2601"
"26010",SANTA ANA,"2603"
"26011",SANTA ANA,"2603"
"26012",CIUDAD OBREGÓN,"2604"
"26013",HERMOSILLO,"2601"
"26014",HERMOSILLO,"2601"
"26015",SANTA ANA,"2603"
"26016",SANTA ANA,"2603"
"26017",CABORCA,"2602"
"26018",CIUDAD OBREGÓN,"2604"
"26019",SANTA ANA,"2603"
"26020",HERMOSILLO,"2601"
"26021",HERMOSILLO,"2601"
"26022",SANTA ANA,"2603"
"26023",HERMOSILLO,"2601"
"26024",HERMOSILLO,"2601"
"26025",CIUDAD OBREGÓN,"2604"
"26026",NAVOJOA,"2605"
"26027",SANTA ANA,"2603"
"26028",HERMOSILLO,"2601"
"26029",CIUDAD OBREGÓN,"2604"
"26030",HERMOSILLO,"2601"
"26031",SANTA ANA,"2603"
"26032",HERMOSILLO,"2601"
"26033",NAVOJOA,"2605"
"26034",HERMOSILLO,"2601"
"26035",SANTA ANA,"2603"
"26036",SANTA ANA,"2603"
"26037",HERMOSILLO,"2601"
"26038",HERMOSILLO,"2601"
"26039",SANTA ANA,"2603"
"26040",HERMOSILLO,"2601"
"26041",HERMOSILLO,"2601"
"26042",NAVOJOA,"2605"
"26043",SANTA ANA,"2603"
"26044",HERMOSILLO,"2601"
"26045",HERMOSILLO,"2601"
"26046",CABORCA,"2602"
"26047",CABORCA,"2602"
"26048",SAN LUIS RIO COLORADO,"2606"
"26049",CIUDAD OBREGÓN,"2604"
"26050",HERMOSILLO,"2601"
"26051",CIUDAD OBREGÓN,"2604"
"26052",HERMOSILLO,"2601"
"26053",HERMOSILLO,"2601"
"26054",HERMOSILLO,"2601"
"26055",SAN LUIS RIO COLORADO,"2606"
"26056",HERMOSILLO,"2601"
"26057",HERMOSILLO,"2601"
"26058",SANTA ANA,"2603"
"26059",SANTA ANA,"2603"
"26060",CABORCA,"2602"
"26061",HERMOSILLO,"2601"
"26062",HERMOSILLO,"2601"
"26063",HERMOSILLO,"2601"
"26064",SANTA ANA,"2603"
"26065",CABORCA,"2602"
"26066",HERMOSILLO,"2601"
"26067",HERMOSILLO,"2601"
"26068",HERMOSILLO,"2601"
"26069",CIUDAD OBREGÓN,"2604"
"26070",SAN LUIS RIO COLORADO,"2606"
"26071",NAVOJOA,"2605"
"26072",CIUDAD OBREGÓN,"2604"
"27001",BALANCÁN,"2701"
"27002",CÁRDENAS,"2702"
"27003",CENTLA,"2703"
"27004",CENTRO,"2704"
"27005",COMALCALCO,"2705"
"27006",CUNDUACÁN,"2706"
"27007",EMILIANO ZAPATA,"2707"
"27008",HUIMANGUILLO,"2708"
"27009",JALAPA,"2709"
"27010",JALPA DE MÉNDEZ,"2710"
"27011",JONUTA,"2711"
"27012",MACUSPANA,"2712"
"27013",NACAJUCA,"2713"
"27014",PARAÍSO,"2714"
"27015",TACOTALPA,"2715"
"27016",TEAPA,"2716"
"27017",TENOSIQUE,"2717"
"28001",PADILLA,"2811"
"28002",ALTAMIRA,"2812"
"28003",ALTAMIRA,"2812"
"28004",MANTE,"2806"
"28005",SAN FERNANDO,"2807"
"28006",JAUMAVE,"2808"
"28007",MIGUEL ALEMÁN,"2809"
"28008",VICTORIA,"2801"
"28009",TAMPICO,"2802"
"28010",SAN FERNANDO,"2807"
"28011",MANTE,"2806"
"28012",ALTAMIRA,"2812"
"28013",VICTORIA,"2801"
"28014",MIGUEL ALEMÁN,"2809"
"28015",MIGUEL ALEMÁN,"2809"
"28016",VICTORIA,"2801"
"28017",JAUMAVE,"2808"
"28018",PADILLA,"2811"
"28019",VICTORIA,"2801"
"28020",VICTORIA,"2801"
"28021",MANTE,"2806"
"28022",MATAMOROS,"2803"
"28023",SAN FERNANDO,"2807"
"28024",MIGUEL ALEMÁN,"2809"
"28025",MIGUEL ALEMÁN,"2809"
"28026",JAUMAVE,"2808"
"28027",NUEVO LAREDO,"2805"
"28028",MANTE,"2806"
"28029",MANTE,"2806"
"28030",PADILLA,"2811"
"28031",JAUMAVE,"2808"
"28032",REYNOSA,"2804"
"28033",VALLE HERMOSO,"2810"
"28034",PADILLA,"2811"
"28035",SAN FERNANDO,"2807"
"28036",PADILLA,"2811"
"28037",PADILLA,"2811"
"28038",TAMPICO,"2802"
"28039",JAUMAVE,"2808"
"28040",VALLE HERMOSO,"2810"
"28041",VICTORIA,"2801"
"28042",VICTORIA,"2801"
"28043",MANTE,"2806"
"29001",TLAXCALA,"2901"
"29002",TLAXCALA,"2901"
"29003",APIZACO,"2903"
"29004",HUAMANTLA,"2902"
"29005",APIZACO,"2903"
"29006",APIZACO,"2903"
"29007",HUAMANTLA,"2902"
"29008",HUAMANTLA,"2902"
"29009",APIZACO,"2903"
"29010",TLAXCALA,"2901"
"29011",APIZACO,"2903"
"29012",APIZACO,"2903"
"29013",HUAMANTLA,"2902"
"29014",APIZACO,"2903"
"29015",TLAXCALA,"2901"
"29016",HUAMANTLA,"2902"
"29017",TLAXCALA,"2901"
"29018",TLAXCALA,"2901"
"29019",TLAXCALA,"2901"
"29020",APIZACO,"2903"
"29021",APIZACO,"2903"
"29022",TLAXCALA,"2901"
"29023",TLAXCALA,"2901"
"29024",TLAXCALA,"2901"
"29025",TLAXCALA,"2901"
"29026",TLAXCALA,"2901"
"29027",TLAXCALA,"2901"
"29028",TLAXCALA,"2901"
"29029",TLAXCALA,"2901"
"29030",HUAMANTLA,"2902"
"29031",APIZACO,"2903"
"29032",TLAXCALA,"2901"
"29033",TLAXCALA,"2901"
"29034",APIZACO,"2903"
"29035",HUAMANTLA,"2902"
"29036",TLAXCALA,"2901"
"29037",HUAMANTLA,"2902"
"29038",HUAMANTLA,"2902"
"29039",APIZACO,"2903"
"29040",APIZACO,"2903"
"29041",TLAXCALA,"2901"
"29042",TLAXCALA,"2901"
"29043",APIZACO,"2903"
"29044",TLAXCALA,"2901"
"29045",APIZACO,"2903"
"29046",HUAMANTLA,"2902"
"29047",HUAMANTLA,"2902"
"29048",TLAXCALA,"2901"
"29049",TLAXCALA,"2901"
"29050",TLAXCALA,"2901"
"29051",TLAXCALA,"2901"
"29052",HUAMANTLA,"2902"
"29053",TLAXCALA,"2901"
"29054",TLAXCALA,"2901"
"29055",APIZACO,"2903"
"29056",TLAXCALA,"2901"
"29057",TLAXCALA,"2901"
"29058",TLAXCALA,"2901"
"29059",TLAXCALA,"2901"
"29060",TLAXCALA,"2901"
"30001",XALAPA,"3005"
"30002",XALAPA,"3005"
"30003",SAN ANDRÉS TUXTLA,"3010"
"30004",XALAPA,"3005"
"30005",COSAMALOAPAN,"3009"
"30006",ORIZABA,"3007"
"30007",CÓRDOBA,"3006"
"30008",CÓRDOBA,"3006"
"30009",XALAPA,"3005"
"30010",XALAPA,"3005"
"30011",VERACRUZ,"3008"
"30012",COSAMALOAPAN,"3009"
"30013",TUXPAN,"3002"
"30014",CÓRDOBA,"3006"
"30015",SAN ANDRÉS TUXTLA,"3010"
"30016",VERACRUZ,"3008"
"30017",XALAPA,"3005"
"30018",ORIZABA,"3007"
"30019",ORIZABA,"3007"
"30020",ORIZABA,"3007"
"30021",CÓRDOBA,"3006"
"30022",ORIZABA,"3007"
"30023",MARTÍNEZ DE LA TORRE,"3004"
"30024",XALAPA,"3005"
"30025",XALAPA,"3005"
"30026",XALAPA,"3005"
"30027",PÁNUCO,"3001"
"30028",VERACRUZ,"3008"
"30029",CÓRDOBA,"3006"
"30030",ORIZABA,"3007"
"30031",CÓRDOBA,"3006"
"30032",SAN ANDRÉS TUXTLA,"3010"
"30033",POZA RICA,"3003"
"30034",TUXPAN,"3002"
"30035",TUXPAN,"3002"
"30036",XALAPA,"3005"
"30037",POZA RICA,"3003"
"30038",XALAPA,"3005"
"30039",COATZACOALCOS,"3011"
"30040",POZA RICA,"3003"
"30041",CÓRDOBA,"3006"
"30042",MARTÍNEZ DE LA TORRE,"3004"
"30043",CÓRDOBA,"3006"
"30044",CÓRDOBA,"3006"
"30045",COSAMALOAPAN,"3009"
"30046",XALAPA,"3005"
"30047",CÓRDOBA,"3006"
"30048",COATZACOALCOS,"3011"
"30049",VERACRUZ,"3008"
"30050",POZA RICA,"3003"
"30051",POZA RICA,"3003"
"30052",CÓRDOBA,"3006"
"30053",CÓRDOBA,"3006"
"30054",COSAMALOAPAN,"3009"
"30055",PÁNUCO,"3001"
"30056",PÁNUCO,"3001"
"30057",XALAPA,"3005"
"30058",PÁNUCO,"3001"
"30059",COATZACOALCOS,"3011"
"30060",TUXPAN,"3002"
"30061",COATZACOALCOS,"3011"
"30062",CÓRDOBA,"3006"
"30063",TUXPAN,"3002"
"30064",POZA RICA,"3003"
"30065",XALAPA,"3005"
"30066",POZA RICA,"3003"
"30067",POZA RICA,"3003"
"30068",CÓRDOBA,"3006"
"30069",MARTÍNEZ DE LA TORRE,"3004"
"30070",COATZACOALCOS,"3011"
"30071",CÓRDOBA,"3006"
"30072",POZA RICA,"3003"
"30073",SAN ANDRÉS TUXTLA,"3010"
"30074",ORIZABA,"3007"
"30075",VERACRUZ,"3008"
"30076",POZA RICA,"3003"
"30077",COSAMALOAPAN,"3009"
"30078",TUXPAN,"3002"
"30079",XALAPA,"3005"
"30080",CÓRDOBA,"3006"
"30081",ORIZABA,"3007"
"30082",COATZACOALCOS,"3011"
"30083",POZA RICA,"3003"
"30084",COSAMALOAPAN,"3009"
"30085",ORIZABA,"3007"
"30086",MARTÍNEZ DE LA TORRE,"3004"
"30087",XALAPA,"3005"
"30088",XALAPA,"3005"
"30089",COATZACOALCOS,"3011"
"30090",VERACRUZ,"3008"
"30091",SAN ANDRÉS TUXTLA,"3010"
"30092",XALAPA,"3005"
"30093",XALAPA,"3005"
"30094",COSAMALOAPAN,"3009"
"30095",MARTÍNEZ DE LA TORRE,"3004"
"30096",XALAPA,"3005"
"30097",SAN ANDRÉS TUXTLA,"3010"
"30098",ORIZABA,"3007"
"30099",ORIZABA,"3007"
"30100",VERACRUZ,"3008"
"30101",ORIZABA,"3007"
"30102",MARTÍNEZ DE LA TORRE,"3004"
"30103",POZA RICA,"3003"
"30104",COATZACOALCOS,"3011"
"30105",VERACRUZ,"3008"
"30106",XALAPA,"3005"
"30107",XALAPA,"3005"
"30108",COATZACOALCOS,"3011"
"30109",MARTÍNEZ DE LA TORRE,"3004"
"30110",ORIZABA,"3007"
"30111",COATZACOALCOS,"3011"
"30112",XALAPA,"3005"
"30113",CÓRDOBA,"3006"
"30114",MARTÍNEZ DE LA TORRE,"3004"
"30115",ORIZABA,"3007"
"30116",SAN ANDRÉS TUXTLA,"3010"
"30117",CÓRDOBA,"3006"
"30118",ORIZABA,"3007"
"30119",COSAMALOAPAN,"3009"
"30120",COATZACOALCOS,"3011"
"30121",PÁNUCO,"3001"
"30122",COATZACOALCOS,"3011"
"30123",PÁNUCO,"3001"
"30124",POZA RICA,"3003"
"30125",CÓRDOBA,"3006"
"30126",VERACRUZ,"3008"
"30127",ORIZABA,"3007"
"30128",XALAPA,"3005"
"30129",PÁNUCO,"3001"
"30130",COSAMALOAPAN,"3009"
"30131",POZA RICA,"3003"
"30132",XALAPA,"3005"
"30133",PÁNUCO,"3001"
"30134",VERACRUZ,"3008"
"30135",ORIZABA,"3007"
"30136",XALAPA,"3005"
"30137",ORIZABA,"3007"
"30138",ORIZABA,"3007"
"30139",SAN ANDRÉS TUXTLA,"3010"
"30140",ORIZABA,"3007"
"30141",SAN ANDRÉS TUXTLA,"3010"
"30142",SAN ANDRÉS TUXTLA,"3010"
"30143",SAN ANDRÉS TUXTLA,"3010"
"30144",SAN ANDRÉS TUXTLA,"3010"
"30145",SAN ANDRÉS TUXTLA,"3010"
"30146",CÓRDOBA,"3006"
"30147",ORIZABA,"3007"
"30148",VERACRUZ,"3008"
"30149",COATZACOALCOS,"3011"
"30150",TUXPAN,"3002"
"30151",TUXPAN,"3002"
"30152",PÁNUCO,"3001"
"30153",TUXPAN,"3002"
"30154",TUXPAN,"3002"
"30155",PÁNUCO,"3001"
"30156",XALAPA,"3005"
"30157",POZA RICA,"3003"
"30158",MARTÍNEZ DE LA TORRE,"3004"
"30159",ORIZABA,"3007"
"30160",TUXPAN,"3002"
"30161",PÁNUCO,"3001"
"30162",CÓRDOBA,"3006"
"30163",MARTÍNEZ DE LA TORRE,"3004"
"30164",XALAPA,"3005"
